Organ System,Section,Video,Order,UWorld QIDs,COMLEX QIDs,Course,Question Type
Oncology,Top NBME Concepts: Oncology,Vascular Tumors,676,"15067, 1898, 471, 1937, 1761, 466, 467, 826, 827, 54, 1873, 12283, 11627","26098, 25007, 23584, 25046, 24871, 23579, 23580, 23938, 23168, 24982, 25845, 25582",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Renal Oncology,677,"904, 818, 7227, 11806, 7226, 2, 1960","24016, 23930, 25270, 25695, 25269, 23116, 25069",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Respiratory Oncology,678,"566, 1206, 15460, 1286, 650, 648, 554, 12293, 564, 647, 749, 1900","23679, 24317, 26334, 24397, 23762, 23760, 23667, 25846, 23677, 23759, 23861, 25009",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Neuro-Oncology,679,"11995, 2020, 1261, 429, 615, 1259, 15638, 1153, 880, 613, 15659, 495, 614, 613, 1150, 1307, 1152, 1304, 1151","25792, 25129, 24372, 23542, 23727, 24370, 26455, 24264, 23992, 23725, 23608, 23726, 23725, 24261, 24418, 24263, 24415, 24262",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Breast Oncology,680,"1056, 2092, 2093, 1083, 1762, 1877, 581, 11585, 1795","24167, 25201, 25202, 24194, 24872, 24986, 23694, 25557, 24904",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Gen Path Integration: Neoplasia,681,"11747, 335, 127, 15635","25641, 23448, 23240, 26452",Step 1 Pass Fail,
Chemo/Immune,Chemotherapeutics & Immunologics,Cell Cycle Agents,682,"1877, 1762, 581, 1083, 2092, 2093, 1056, 1893, 1894","24986, 24872, 23694, 24194, 25201, 25202, 24167, 25002, 25003",Step 1 Pass Fail,
Chemo/Immune,Chemotherapeutics & Immunologics,Microtubule Integration,683,"61, 368, 1574, 15549, 15243, 15431, 161, 351, 2000, 1339, 836, 1195, 104, 11743, 89, 1040, 14999, 15000, 97, 2071, 2091, 1168, 860, 861, 859, 858, 1877, 1762, 581, 1083, 2092, 2093, 1056, 1893, 1894","23175, 23481, 24685, 26394, 26183, 26312, 23274, 23464, 25109, 24450, 23948, 24306, 23218, 25637, 23203, 24151, 26066, 26067, 23211, 25180, 25200, 24279, 23970, 23971, 23972, 23973, 24986, 24872, 23694, 24194, 25201, 25202, 24167, 25002, 25003",Step 1 Pass Fail,
Chemo/Immune,Chemotherapeutics & Immunologics,G1 Inhibitors,684,"1334, 694, 508, 1543, 666, 15126, 1816, 15186, 1561, 2020, 1261, 615, 613, 15659","24445, 23806, 23621, 24654, 23778, 26116, 24925, 26138, 24672, 23621, 25129, 24372, 23727, 23725, 26467",Step 1 Pass Fail,
Chemo/Immune,Chemotherapeutics & Immunologics,Nucleotide Synthesis,685,"1892, 1890, 440, 1712, 11749, 892, 1104, 14840, 653, 1818, 1857, 583, 507, 718, 719, 11750","1892, 24999, 23553, 24823, 25642, 25001, 24004, 24215, 25961, 23765, 24927, 24966, 23696, 23620, 23830, 23831, 25643",Step 1 Pass Fail,
Chemo/Immune,Chemotherapeutics & Immunologics,Monoclonal Ab,686,"1762, 14844, 584, 11585, 1628, 8523, 7721, 1356","24872, 25964, 23697, 25557, 24739, 25410, 25347, 24467",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Beta-Lactam Introduction,687,,,Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Penicillins,688,"10993, 1678, 15172, 835, 999, 1952, 12035, 1154, 1315, 1316, 651, 464, 906, 239, 726, 741","25513, 24789, 26130, 23947, 24111, 25061, 25803, 24265, 24426, 24427, 23763, 23577, 24018, 23352, 23838, 23853",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Beta-Lactamase Sensitive Penicillin,689,"2111, 11709, 15347, 11626, 11547, 1178, 1959, 1666, 1392, 1393, 1391, 11650, 15361, 964, 14925, 967, 1097","25220, 25624, 25347, 25581, 25544, 24289, 25068, 24777, 24503, 24504, 24502, 25595, 26266, 24076, 26018, 24079, 24208",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Beta-Lactamase Resistant Penicillin,690,"689, 680, 15347","23801, 23792, 26253",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Antipseudomonal Penicillins,691,"973, 974, 8858, 1146, 8342, 1910, 1198, 11626","24085, 24086, 25458, 24257, 25386, 25019, 24309,  25581",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Key Bacterial Virulence Mechanisms,692,"1097, 1849, 1389, 1093, 1390, 1092, 1094, 972, 1779, 1099, 1400, 1399, 1401, 1396, 1398, 15049, 10401, 896, 1140, 1141, 1142, 1139, 677, 560, 730, 8857, 723, 724, 232, 240, 241, 239, 726","24208, 24958, 24500, 24204, 24501, 24203, 24205, 24084, 24889, 24210, 24510, 24510, 24512, 24507, 24509, 26091, 25482, 24008, 24251, 24252, 24253, 24250, 23789, 23673, 23842, 25457, 23835, 23836, 23345, 23353, 23354, 23352, 23838",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Cephalosporins,693,"1147, 11577, 741, 959, 9989, 15259, 6739, 831, 1932, 1027, 1008, 116, 1004, 1895, 1949, 1897, 8342, 8858, 727, 11514, 15347, 8288","24258, 25555, 23853, 24071, 25474, 26197, 25255, 23943, 25041, 24138, 24119, 23229, 24116, 25004, 25058, 25006, 25386, 25458, 23839, 25528, 26253, 25370",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Broad Spectrum Antibiotics,694,"727, 11514, 15347, 8288, 11816, 8327, 8288, 1426, 643, 1677, 8342, 1198, 8858, 803, 15227, 1488, 1000","23839, 25528, 26253, 25370, 25703, 25379, 25370, 24537, 23755, 24788, 25386, 24309, 25458, 23915, 26169, 24599, 24112",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Rapid Review,695,,,Step 1 Pass Fail,
Antimicrobials,Anti Microbials,30S Ribosomal Subunit Antibiotics,696,"1488, 1000, 1223, 1309, 1310, 11709, 1000, 8858, 8342, 1140, 15578, 1895, 1949, 15075, 1027, 1897, 1677, 6781, 286, 1778, 1775","24599, 24112, 24334, 24420, 24421, 25624, 24112, 25458, 25386, 24251, 26418, 25004, 25058, 26102, 24138, 25006, 24788, 25257, 23399, 24888",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,50S Ribosomal Subunit Antibiotics,697,"8327, 11765, 1958, 1446, 1091, 1677, 960, 6781, 15693, 2006, 7640, 161, 351, 128, 7710, 11630, 1101, 7650, 11752, 11816, 1785, 1775","25379, 25658, 25067, 24557, 24202, 24788, 24072, 25257, 26481, 25115, 25329, 23274, 23464, 23241, 25346, 25585, 24212, 25335, 25645, 25703",Step 1 Pass Fail,
Antimicrobials,Anti Microbials,Resistance Mechanisms & Conclusion,698,"1146, 2111, 11709, 1310, 15347, 11626, 643","24257, 25220, 25624, 24421, 26253, 25581, 23755",Step 1 Pass Fail,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Introduction to Ethics,699,11785,25676,Step 1 Pass Fail,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Core Ethical Principles,700,"347, 583, 1182, 970, 10581, 9814, 11618, 8943, 11829","23460, 23696, 24293, 24082, 25505, 25472, 25576, 25470, 25715",Step 1 Pass Fail,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Public Health Sciences,701,"11787, 8456, 11602, 496, 545, 968, 999","25678, 25398, 25567, 23609, 23658, 24080, 24111",Step 1 Pass Fail,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Nosocomial Infections,702,"15049, 11459, 10401, 689, 727, 15347, 8288, 728, 11514, 1146","26091, 25523, 25482, 23801, 23839, 26253, 25370, 23840, 25528, 24257",Step 1 Pass Fail,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Patient Safety,703,"11847, 11515, 11531, 11532, 11535","25733, 25529, 25535, 25536, 25539",Step 1 Pass Fail,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Physician Communication,704,"10449, 10452, 10458, 11629, 10452, 11531, 11536, 11534","25484, 25486, 25487, 25584, 25525, 25535, 2554",Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Overview of Arrow Questions,705,,,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Cardiology System,706,,,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Baroreceptor Reflex,707,"1515, 18535",24626,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Edema,708,17244,,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Aldosterone Escape,709,"106038, 15246",,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Ventricular Septal Defect,710,187,23300,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Respiratory System,711,"1544, 15206, 19065, 1981","24655, 25090",Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Chronic Respiratory Acidosis,712,"1544, 15206","24655, 25090",Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Hypoxemia,713,"1526, 1584, 1981","24637, 24695, 25090",Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Aging,714,"15442, 1860, 180","24969, 24969, 23293",Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Neonatal ARDS,715,"550, 479","23663, 23592",Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Endocrine System,716,"1921, 1163","25030, 24274",Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Adrenal Insufficiency,717,"17246, 2080",25189,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Waterhouse Friderichsen Syndrome,718,931,24043,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Hyperthyroidism,719,"15016, 20265, 19946",,Step 1 Pass Fail,
High Yield Arrows,"High Yield Arrows for the USMLE  ",Euthyroid Sick Syndrome,720,"20146, 19745",27921,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Thyroid Binding Globulin,721,"19746, 983",24095,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,PTH effects on Bone Kidney and Intestine,722,"22188, 979",24091,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Tertiary Hyper PTH,723,"12101, 981",24093,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Albrights for the USMLE,724,"11653, 630",23742,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Vitamin D Metabolism,725,"22188, 1926",23035,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Paget Diseases for USMLE,726,15677,,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Reproductive System,727,"217, 216, 1902","23330, 23329, 25011",Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Two Cell Hypothesis,728,"18867, 16978",,Step 1 Pass Fail,
,High Yield Arrows for the USMLE,  Renal System,729,"1163, 547, 929, 2013","24274, 23660, 24041, 25122",Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Nephron Key Features,730,"206, 915, 1379","23319, 24027, 24490",Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Afferent vs Efferent Arteriole,731,"696, 1017, 1618, 7569","23808, 24128, 24729, 25300",Step 1 Pass Fail,
,High Yield Arrows for the USMLE,Renin Angiotensin Aldosterone System,732,"1948, 108081",25057,Step 1 Pass Fail,
High Yield Arrows,High Yield Arrows for the USMLE,Primary vs Secondary Hemostasis,733,"20879, 20730, 106238",,Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1," Introduction",734,,,Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Session Outline,735,,,Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Neural Tube Defects,736,"496, 15637, 502","23606, 23615",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Potter Sequence,737,1752,106230,Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Amniotic Fluid Integration,738,"11962, 337, 1915, 1752, 833, 12262","23450, 25024, 106230, 23945",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Trilaminar Structure Derivation,739,"1822, 1960, 2022, 8702, 1534","24931, 25069, 25131, 24645",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,GI Embryology & Histology Integration,740,"1823, 318, 11803","24932, 23431",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Neural Crest Derivatives,741,"34, 11660, 2044, 1705, 543, 771, 318, 330, 502","23148, 25153, 24816, 23431, 23443, 23615",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,DiGeorge Syndrome,742,"34, 543","23148, 23656",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Genital Organ Differentiation,743,"1449, 1427",24560,Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Atresia for the USMLE,744,"1824, 318, 319, 11962, 337, 317","24933, 23431, 23432, 23450, 23430",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Umbilical Cord Embryology,745,"2, 322, 328, 652","23116,2343523441, 23764",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Renal Embryology,746,"1915, 1052, 3, 833","25024, 24163, 23117,  23945",Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,ENT Embryology,747,"763, 15028",23875,Step 1 Pass Fail,
Embryology,Integrated Embryology for the USMLE Step 1,Embryology Rapid Review,748,"1751, 1871, 11837, 30, 35, 32, 2109, 315","24862, 24980, 23144, 23149, 23146, 25218, 23428",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Introduction to Key Vignettes,749,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Creating an Illness Script,750,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Problem Representation,751,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Tempo of Diseases,752,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,753,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Translation Defects,754,"11595, 2031, 1424, 2027","25140, 24535, 25136",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,DNA Mutations,755,"2028, 1412, 1487, 2027, 2038, 1477, 883","25137, 24523, 24598, 25136, 25147, 24588, 23995",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Robertsonian Translocation,756,"882, 1825","23994, 24934",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,I Cell Disease,757," 11930, 21501, 21503",,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Lipid Metabolism,758,"2064, 11634, 20921, 163, 165","25173, 23276, 23278",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Peroxisomal Defects,759,1120,24231,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Glycogen Storage Disease,760,"1023, 1030, 1032","24134, 24141, 24143",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Hypoglycemia,761,"1034, 1886, 1866, 1010, 19237","24145, 24995, 24975, 24121",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Gluconeogenesis,762,"1031, 997","24142, 24109",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,ETC Pathologies,763,"1240, 1545","24351, 24656",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Vitamin Deficiencies,764,"671, 991, 1048, 1838, 1064","23783, 24103, 24159, 24947, 24175",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Amino Acid Derivatives,765,"1483, 1484, 1500, 1501, 1335, 1336","24594, 24595, 24611, 24512, 24446, 24447",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Collagen Defects,767,"1244, 1245","24355, 24356",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,768,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Aging,769,"180, 21034, 12100, 242, 862, 1860","23293, 23355, 23974, 24969",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Cardiovascular Disorders,770,"1510, 1511, 19518, 20003, 108070","24621, 24622",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Therapeutic Window,771,"148, 18457, 2113","23261, 25222",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Cardiomyopathies Murmurs,772,"448, 449, 196, 83","23561, 23562, 23309, 23197",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Transudative vs. Exudative,773,"7239, 20175, 20176",25276,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Marfans Syndrome,774,"194, 14987",23307,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Ventricular Septal Defect,775,"203, 2117, 19531, 19533","23316, 25226",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Baroreceptor Firing,777,"144, 145, 154","23257, 23258, 23267",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Hereditary Channelopathies,778,91,23205,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Thyroid Prolactin,779,763,23875,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Anterior Pituitary,780,931,24043,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Adrenal Cortex,781,"610, 611, 793, 930","23722, 23723, 23905, 24042",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Steroid Receptors,782,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Aldosterone ADH,783,"206, 226, 18546, 1161,  929, 17244, 17247","23319, 23339, 24272, 24041",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,RAIUThyroid Hormone,784,"224, 20375, 20204, 20146","23337, 27921",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Parathyroid Hormone,785,"979, 15291",24091,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,GI Tract Tumors,786,"586, 305, 425, 309, 74","23699, 23418, 23538, 23422, 23188",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,PPAR,787,781,23893,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Pelvic Anatomy,788,11908,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Twinning,789,8406,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Lymph NodeDrainage,790,"8326, 11817, 20169",,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Reproductive Embryology,791,"107781, 954, 955","24066, 24067",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Reproductive Hormones,792,"20128, 207, 869, 1932, 20380, 16236, 216, 217","23320, 23981, 25041, 23329, 23330",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Negative Feedback,793,"1901, 7606","25010, 25313",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Testicular Pathologies,794,"1805, 15800, 20231",24914,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Cardiovascular Arrows,795,"1625, 11851, 15516, 19518, 19525, 20262, 20352",24736,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Menopause Prem Ovarian Failure,796,"215, 925, 1839, 7489","23328, 24037, 25293",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,PCOS Repro Pharm,797,"656, 18747, 19189","23768, 27414",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Retention of Test Taking Strategies,798,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,799,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Vesicoureteral Reflux,800,833,23945,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Renal Perfusion Physiology,801,"21356, 1016, 1017, 1651","24127, 24128, 24762",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Nephrolithiasis,802,"817, 6739, 12081, 15259, 1916, 11781","23929, 25255, 25025",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,CHF & Acid Base,803,"15290, 107616",,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Renal Pathology,804,"3, 15186",23117,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Diuretic Review,805,"681, 682, 683, 993, 1148, 2003, 2005, 8884","23793, 23794, 23795, 24105, 24259, 25112, 25114",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Gastric Ligaments,806,"8587, 10583","25439, 25593",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) , Cirrhosis & Portal Htn,807,"1291, 1423, 8547, 7214, 418, 8669","24402, 24534, 25263, 23531",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Dentate Line,808,"255, 1631, 8326, 11817, 11840","23368, 24742",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,809,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Diaphragmatic Defects,810,"16900, 19780",,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,GERD,811,"14880, 286, 107774",23399,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Hormones of the GI Tract,813,"1938, 601, 1319","25047, 23714, 24430",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Carbohydrate Absorption,814,1355,24466,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Gastric Duodenal Ulcers,815,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,"  Inflammatory Bowel Disease",816,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,IBS vs. IBD,817,"404, 407, 1783","23517, 23520, 24893",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Irritable Bowel Syndrome,818,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Adenoma Carcinoma Sequence,819,"429, 421","23542, 23534",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,820,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Genetic Transformation,821,736,23848,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Toxic Shock Syndrome,822,"676, 15509",23788,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Type 4 HS Granuloma Formation,823,"544, 18609",23657,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Neisserial Infections,824,"1024, 1025, 738, 1005, 1853, 1932","24135, 24136, 23850, 24117, 24962, 24041",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HIV Viral Co-Receptors,825,"19486, 7643, 1495, 8324, 1648","27778, 25331, 24606, 25380, 24759",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Immunodeficiency,826,"561, 1995, 20297, 22331, 557, 571, 2078, 1134, 1763, 19629","23674, 25104, 23670, 23684, 25187, 24245, 24873,27522",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Microbiology Rapid Review,827,"19196, 1575, 1464, 6547, 15565, 1678, 10993, 22125, 11670","24686, 24575, 25249, 24789",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Antibiotic Rapid Review Resistance,828,642,23754,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Immunosuppressants,829,"1155, 18707",24266,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,830,,,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Myasthenia Gravis,831,"1657, 6554","24768, 25250",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Chiari Malformations,832,"11843, 1854",24963,Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Neuroanatomy Integrations,833,"15327, 513, 106625, 15521, 1955, 11462, 66, 1150, 1305","23626, 25629, 25064, 23180, 24261, 24416",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Neuropharmacology,834,"345, 1321, 1360, 1869, 8249","23458, 24432, 24471, 24978",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,Muscle Contraction,835,"1558, 1665, 1931","24669, 24776, 25040",Step 1 Pass Fail,
Key Vignettes,Key Vignettes for the USMLE Step 1 (updated Nov 2025) ,HyGuru Meditation,836,,,Step 1 Pass Fail,
