Organ System,Section,Video,Order,UWorld QIDs,COMLEX QIDs,Course,Question Type
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Corneal ulcer,566,2854,28665,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Open globe injury,567,"4015, 17224","100807, 103997",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Retinal detachment,568,2862,28672,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pseudotumor cerebri,569,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Central retinal arterial occlusion VS Central retinal venous occlusion VS Hypertensive retinopathy,570,"28,613,328","28,671,100,134",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Chemical burn in eye,571,3125,28932,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Necrotizing fasciitis,572,"2749, 12168, 15914","28561, 102079, 103084",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Severe burns vignettes,573,"3398, 4550, 4597, 19258, 3125","100203, 101333, 101380, 104858, 28932",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Inhalational injury,574,4597,101380,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Melanoma and Important USMLE step 2 CK skin lesions,575,"2767, 4312, 16863, 16864,2603, 3456, 4033, 4319, 12511, 14489","101100, 103630, 103631,28415, 100261, 100261, 102307, 103073",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Keloids,576,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hidradenitis suppurativa,577,"10152, 14770",102734,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Venous insufficiency,578,"3455, 4025, 4592","100260, 100816, 100816",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Breast_abscess,579,12078,102036,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Thyroid nodule next step,580,"3484, 4318","100286, 101106",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Euthyroid sick syndrome,581,"3486, 3495","100288, 100297",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Complications after thyroidectomy,582,"2176, 8882,10958, 11277","27994, 101838,102039, 102250",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Breast cancer pathophysiology USMLE Step 1 integration,583,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Breast neoplasia vignettes,584,"2607,4542, 11972, 14831,4242, 12114,11970,2346","101325, 101975, 102742,101031, 102051,101974,28163",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Palpable breast mass approach,585,"2345, 12115","28162, 102052",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Retropharyngeal abscess VS Peritonsillar abscess,586,"2846, 4891,2195, 2847","28657, 101669,28013, 28658",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Laryngeal carcinoma,587,"2614, 4352, 16201, 16215, 16226","28426, 101140, 103306, 103318, 103329",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute suppurative parotitis,588,4544,101327,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pheochromocytoma,589,"3976, 14028, 17064, 18171","100768, 102470, 103679, 103861",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pain management,590,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Postoperative fever,591,"3464, 4526, 13978, 16043","106263, 101310, 102453, 103183",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Postoperative complications by organ systems,592,"4501,3179, 4609, 16080,4493","101286,28986, 101392, 103213",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Post-operative PICU care,593,,,Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Classroom Style Videos (USMLE Step 2 CK),594,,,Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Introduction,595,,,Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Defense Mechanisms,596,"3536, 3806, 3798","100338, 100601, 100593",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Psychosis & Delusions,597,"13693, 15017,12469,16164, 16051,15037, 11876,2657,15046","107073, 102274, 102762,102277,101951,103278, 103189,102765, 101942,28469,102771",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Hallucination & Psychotic Disorders,598,"150354619,12530, 15088, 15814,3074,18287, 12484, 11790, 12140","102763,101402, 28100,102320, 102790, 103014,101995, 100272,28881,103874, 102291, 101934, 102068",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Schizophrenia (part 2),599,"11958, 4895, 7957, 16128, 3374, 16065, 16114, 3844, 4067, 3794, 11898, 16064,3376","101967, 101673, 101808, 103251, 100180, 103199, 103240, 100637, 100857, 100589, 101949, 103198,100182",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Brief Psychotic Disorder,600,"14968, 17716","102752, 103810",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Depressive Disorders,601,"7289, 15894, 15825, 2350","101767, 103070, 103022, 28167",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Long Term Depression & Pregnancy,602,"12617, 12190, 18726,15074","102334, 102093, 104015,102781",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Mania & Associated Disorders,603,"4881, 8913, 4045, 3843, 12275, 15810, 15896, 15924, 15904, 15056,15925,15085,11827, 15811,15928, 12191, 2495, 12369, 15843, 15098, 15844, 15929, 4043, 15073, 15982, 6931, 2510, 15054, 2355, 15849,6931, 2357, 2356, 15985, 15986, 12287, 15082, 12431","4881, 8913, 4045, 3843, 12275, 15810, 15896, 15924, 15904, 15056,103094,102788,101938, 103011,103097, 102094, 28309, 102201, 103035, 102799, 103036, 103098, 100833, 102780, 103136, 101723, 28324, 102773, 28172, 103041,101723, 28174, 101212, 103941, 28173, 103139, 103140, 102151, 102785, 102249",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Side Effects of Lithium,604,"6931, 2357, 4425, 18520, 2356, 15985, 15986, 12287, 15082, 12431","101723, 28174, 101212, 103941, 28173, 103139, 103140, 102151, 102785, 102249",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Introduction to Anxiety,605,"3384, 4141, 16153, 12401, 15065, 3995, 6978, 4285, 8909,12432, 18287, 2661, 12380,15166, 15101,19235, 15097, 3520","100189, 100931, 103270, 102223, 102777, 100787, 101728, 101073, 101842,102250, 103874, 28473, 102274, 102206,102834, 102802,102802, 102798, 100322",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Specific Phobia Disorders,606,"69784814,8909,12147, 4905,4063, 8923, 16495, 2506, 15864","101728,101594,101842,101683,100853, 101848, 103502, 28320, 103054",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Adjustment Disorder,607,"15083, 4141, 2496, 12185, 3380, 15149, 15087, 11953, 8909, 16049","102786, 100931, 28310, 102090, 100185, 102830, 102789, 101964, 101842, 103188",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Personality Disorders Part 1,608,"16310, 16309, 4815, 15071, 3147, 3144","103398, 103397, 101595, 102778, 28954, 28951",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Personality Disorders Part 2,609,"16309, 16104, 16828, 3143, 2520, 3146, 15072, 16825, 3145, 2358","103397, 103232, 103609, 28950, 28334, 28953, 102779, 103606, 28952, 28175",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Substance Abuse Dependence Part 1,610,"15104, 12541, 12432, 2661, 2349, 16048, 12481, 3762, 4215, 15791","102805, 102328, 102250, 28473, 28166, 102800, 103187, 102288, 100557, 102274, 101004, 102996",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Substance Abuse Dependence Part 2,611,"3189, 13573, 4509, 4893, 12384","28996, 102359, 101293, 101671, 102209",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Cognitive Disorders,612,"3058, 3074, 3373, 4620, 16032, 16082, 12246, 11954,3718, 4322, 4401, 14962, 4563, 18528, 4400, 12152,14990","28865, 28881, 100179, 101403, 103172, 103214, 102133, 101965,100514, 101110, 101189, 102750, 101346, 103944, 101188, 102073,102759",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Child Psychiatry,613,"11921,15047,2482,15121,15861,7289, 19056, 15894, 15825, 12547,19057","101956,102772,28296,102812.103052,101767, 104127, 103022, 102330,104127",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Disordered Eating Behavior,614,"15090, 16342, 16620, 12430, 2353, 3140, 15089,2354, 12542, 14981, 16490, 14982,8871","102792, 103423, 103561, 102248, 28170, 28947, 102791,28171, 102329, 102757, 103497, 102758,101824",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Psychotherapy,615,"15085, 2351, 12548, 7723, 15095, 4816, 8923, 2520, 12186","102788, 28168, 102331, 101801, 102796, 101596, 101848, 28334, 102091",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Anti-Depressant and Anxiolytics Rapid Fire,616,"15823, 15055, 11903, 3702, 15083, 15923, 12059, 15054, 3751, 3800, 15145, 3205, 3202, 16204, 4063, 11957, 12146, 3845, 12302, 4035, 4487, 3138, 3126","103020, 102774, 101950, 100499, 102786, 103092, 102025, 102773, 100546, 100595, 102826, 100013, 100010, 103307, 100853, 101966, 102072, 100638, 102159, 100825, 101272, 28945, 28933",Step 2 CK Rapid,
Psychiatry,Top NBME Shelf Concepts - Psychiatry (USMLE Step 2 CK),Somatiform and Sleep Disorders,617,"12195, 4674,2350, 15924,20249,8823,3470, 12003,12002,4663, 4448, 17967, 14272, 4413, 3033,4869, 15146, 12208","102098, 101455,28167, 103093,104642,101820,100272, 101995,101994,101445, 101234, 103840, 102556, 101200, 28840,101647,102827, 102109",Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Introduction to Psychosis,618,,,Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Dopaminergic Pathways for the USMLE,619,,,Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Anti-Psychotics,620,"18287, 21331, 114914, 12203,15043, 15037, 15046, 15814, 12530, 11827, 3376, 4055, 12468","3487, 2178, 106468, 106464,16128, 16114, 15035, 3794,4899,15103, 15843, 4043, 2357, 6931",Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Neuroleptic Malignant Syndrome,621,4522,101306,Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,MH vs. NMS vs. SS [integration],622,"15653,19779, 4887, 11853","103683, 104411, 101939",Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,1st Generation Antipsychotics,623,"18287, 21331, 114914, 12203,15043, 15037, 15046, 15814, 12530, 11827,3376, 4055, 12468","103874, 105005, 102768, 100182, 100845",Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Rapid Review (1st generation),624,,,Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,2nd Generation Anti-Psychotics,625,"3487, 2178, 106468, 106464,16128, 16114, 15035, 3794,4899,15103, 15843, 4043, 2357, 6931","100289, 100289, 101677, 100833, 28174",Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Agranulocytosis Medications,626,"3917, 3103,20964, 4449, 16277,15166,2636,3461,107782, 15089, 13465","102834, 28448, 100266, 101235",Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Anti-Depressants (Introduction),627,,,Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Serotonin Syndrome,628,"19779, 4887, 11853","104411, 101665, 101939",Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Anti-Depressants (Typical & Atypicals),629,"16153, , 15065, 11953, 21090, 3839, 2502,11853,19779, 4887, 11853,4063, 15864, 4815, 15863,12617, 12548,16490, 2354, 12542,20017, 12186,4879, 15083,3916,15104, 12541, 12432,3702,3702, 4884, 15849, 11884, 2351",,Step 2 CK Rapid,
Psychiatry,Psychopharmacology | Psychiatry Shelf,Tricyclic Anti-Depressants,630,"4035, 44873138, 3126","100825, 101272, 28945, 28933",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Introduction,631,,,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Test Taking Strategies Obstetrics,632,,,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Test Taking Strategies Gynecology,633,,,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Endometrial Hyperplasia,634,"12129, 21161",102060,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Obstetrics,635,"16475, 12056","103483, 102023",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Ectopic Pregnancy,636,"16475, 12056","103483, 102023",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Hydatidiform Mole,637,"12312, 12237, 12311","102165, 102125, 102164",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),First Trimester Abdominal Pain,638,"8939, 15173, 15174, 18057","101864, 102836, 102837, 103851",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),First vs Third Trimester Bleeding,639,"2528, 2407, 2530, 16231","28342, 28224, 28344, 103334",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Pregnancy Framework,640,"16492, 16493, 18574, 12064, 4779, 4780 , 2561","103499, 103500, 103500, 102029",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Fetal Heart Tracings,641,"8962, 15794","101866, 102999",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Hypertension,642,"15959, 2400, 3914, 14257, 2392","28217, 100706, 102555, 28209",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),HELLP Syndrome,643,"21016, 4781","104930, 101561",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Breast Feeding,644,"2344, 4892","28161, 101670",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Gynecology,645,"3339, 4756, 14257","100145, 101536, 102555",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),PCOS,646,"12303, 4768, 3367, 2413, 15138","102160, 101548, 100173, 28230",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Infectious Vignettes,647,"12297, 16230, 15673, 10441","102157, 102157, 102927",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Pelvic Pain,648,"15713, 8953, 14753, 12027","102946, 106706, 102722, 102006",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Abnormal Endometrial Tissue,649,"2413, 12193, 2585","28230, 102096, 28398",Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Introduction to OB/GYN,650,,,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),TORCH Infections,651,"4611, 2264, 12434, 3676",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Hypotonic Infant,652,"4393, 3662, 15506",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Disorders of Sexual Development,653,"12376, 15222, 3913",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Ethics Integration,654,,,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Secondary Amenorrhea,655,"3492, 4220, 15131, 4283",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Breast Disorders,656,"2605, 2608, 2585, 3863",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Gynecology Oncology,657,"2585, 2606, 2410, 12328",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Ectopic Pregnancy,658,"16475, 12056",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Pregnancy Framework,659,"3257, 19704, 15979, 4715, 18558",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Complications of Pregnancy,660,"12118, 12461, 4412, 2702, 4724, 17086, 2400",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Hypertension in Pregnancy,661,"2400, 19726, 4777",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),3rd Trimester Complications,662,"15673, 4472, 19953, 15476",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Prelabor Rupture of Membranes PROM,663,"2531, 17177, 17296",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Group B Streptococcus Screening 3:36:04 to 3:36:40,664,"4472, 4798, 15851",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Intrapartum Fever,665,"4472, 4798, 12015",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Fetal Heart Rate Tracings,666,"3110, 15115, 15618",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Hemolytic Disease in Pregnancy,667,"4193, 2541, 2524, 2543, 4528, 21084",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Chorioamnionitis vs. Endometritis,668,"4797, 4798, 13352",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Post Partum Bleeding,669,"18555, 14755, 14774, 13422",,Step 2 CK Rapid,
ObGyn,Top NBME Shelf Concepts - OB/GYN (USMLE Step 2 CK),Post-Partum Psychiatry,670,12190,,Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Classroom Style Videos (USMLE Step 2 CK),671,,,Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Pregnancy Overview,672,"4050, 18678,2406, 4148,2299","100840, 103998,28223, 100938,28117",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Pregnancy complications part 1,673,"4759, 2421, 2411, 19917, 12056,12318","101539, 28237,28228, 104476, 102023,102168",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Pregnancy complications part 2,674,"18665, 18510, 18486, 15103,2567","103993, 103935, 103927, 102804,28381",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Stages Changes of Labor,675,"15686, 15689,3116, 15687,4808","102934, 102937, 28923, 102935,101588",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Fetal Changes around Delivery,676,"15617,15618,12038,15547,19116, 8962","102906,102907,102012,102899,104151, 101866",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Placental and Uterine complications around Delivery,677,"17178, 2524, 19726,2523,19730,2531,12355","103707, 28338, 104388,28337,104392,28345,102193",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Pregnancy related phenomena,678,"16147,4781,2400, 4780, 16494, 18534, 16492, 4779,18513","103265,101561,28217, 101560, 103501, 103946, 103499, 101559,103939",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Multisystem related complications in pregnancy,679,"143,372,405","10,257,628,222",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,High risk Pregnancy,680,"10441, 3278","101892, 100085",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Post Partum Care,681,"4678, 4245,12297,19301,12270,16587","101459, 101034,102157,104246,102145,103545",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Vulvar Vaginal Pathologies,682,12474,102281,Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Uterine Pathologies,683,"12004, 17508, 14753, 11987, 15713, 12027, 16304,16258, 14768, 18564, 12129","101996, 103781, 102722, 101984, 102946, 102006, 103356, 102732, 103957, 102060",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Ovarian Pathologies,684,"2414, 2413, 3367, 4768,12053, 8939, 16824, 15138, 12093, 2613, 15128, 15174, 15136, 14529, 12052, 15173, 4230, 8903, 12094","28231, 28230, 100173, 101548, 102020, 103605, 102821, 102039, 28425, 102816, 102837, 102651, 102019, 102836, 101019, 101840, 102040",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Genitourinary Infections,685,"18954, 3639, 12319,12479, 3707","104083, 100438, 102169,102286, 100504",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,GU infections Part 2,686,"18953, 4766,18365,12201, 12296","104082, 101546,103883,102102, 102156",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Incontinence Types,687,"15957,15808, 12143,18973,11063,12054","103117, 103008, 102070,104092,101915,102021",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Primary Amenorrhea Part 1,688,"15140, 3911,4142,15130,3368,19190","102822, 100703,100932,102818,100174,104185",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Primary Amenorrhea Part 2,689,"3913, 4217,2388,3912,12474,4142, 9566","100705, 101006,28205,100704,102281,100932, 101869",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Secondary Amenorrhea,690,"4283, 14788, 15167","101071, 102739, 102835",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Contraception,691,"16588, 18742, 14257, 16614,16484,18742,18366","103546, 104021, 102555, 103557,103491,104021,103884",Step 2 CK Rapid,
ObGyn,Comprehensive Rapid Review (USMLE Step 2 CK) - Obstetrics & Gynecology,Breast Pathology,692,"17510, 2362,2408,2605, 14831, 12026, 2410, 2606, 2346, 14766","103783, 28179,28225,28417, 102742, 106709, 28227, 28418, 28163, 102730",Step 2 CK Rapid,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Introduction to Ethics,693,11785,25676,Step 2 CK Rapid,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Core Ethical Principles,694,"347,583,1182, 970, 10581, 9814, 11618, 8943, 11829","23460,23696, 24293, 24082, 25505,25472, 25576,25470, 25715",Step 2 CK Rapid,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Public Health Sciences,695,"11787,8456,11602,496, 545, 968,999","25678,25398,25567, 23609, 23658, 24080,24111",Step 2 CK Rapid,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Nosocomial Infections,696,,,Step 2 CK Rapid,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Patient Safety,697,,,Step 2 CK Rapid,
Ethics,"USMLE Ethics, PBLI, Patient Safety & Physician Communication",Physician Communication,698,,,Step 2 CK Rapid,
Key Vignettes,Key Vignettes for the USMLE Step 2 CK,Introduction,699,,,Step 2 CK Rapid,
Key Vignettes,Key Vignettes for the USMLE Step 2 CK,Illness Script Recognition,700,,,Step 2 CK Rapid,
Key Vignettes,Key Vignettes for the USMLE Step 2 CK,Cognitive Performance for Step 2 CK,701,,,Step 2 CK Rapid,
Key Vignettes,Key Vignettes for the USMLE Step 2 CK,Key Vignettes | Cardiology,702,"4061, 4854, 15468","100851, 101632, 102881",Step 2 CK Rapid,
Key Vignettes,Key Vignettes for the USMLE Step 2 CK,NSTEMI STEMI and Unstable Angina,703,"11126, 2743, 19950, 19989, 4298, 20739, 19934","101920, 28555, 104493, 19989, 101086",Step 2 CK Rapid,
Key Vignettes,Key Vignettes for the USMLE Step 2 CK,Carotid Artery Dissection,704,"16169, 4117","103281, 107642",Step 2 CK Rapid,
Key Vignettes,Key Vignettes for the USMLE Step 2 CK,Hypertension,705,"15971, 2159, 15975, 3807","103125, 27978, 100602",Step 2 CK Rapid,
